  Time                 , V(VOUT)              , I(L1:1)              , -i(rload)            , v(vsw)               , v(vin)               
  1.478651131499e-04  ,5.000132713778e+00  ,3.844623231223e+00  ,3.500092899645e+00  ,-3.937438707152e-01  ,1.350000000000e+01  
  1.478651402019e-04  ,5.000132780173e+00  ,3.844555960681e+00  ,3.500092946121e+00  ,-3.937371404348e-01  ,1.350000000000e+01  
  1.478651648471e-04  ,5.000132840636e+00  ,3.844494675457e+00  ,3.500092988445e+00  ,-3.937310093164e-01  ,1.350000000000e+01  
  1.478652073619e-04  ,5.000132944890e+00  ,3.844388953572e+00  ,3.500093061423e+00  ,-3.937204266769e-01  ,1.350000000000e+01  
  1.478652502028e-04  ,5.000133049878e+00  ,3.844282421360e+00  ,3.500093134915e+00  ,-3.937097661165e-01  ,1.350000000000e+01  
  1.478653358845e-04  ,5.000133259658e+00  ,3.844069357678e+00  ,3.500093281760e+00  ,-3.936884430919e-01  ,1.350000000000e+01  
  1.478654096336e-04  ,5.000133440013e+00  ,3.843885967378e+00  ,3.500093408009e+00  ,-3.936700911955e-01  ,1.350000000000e+01  
  1.478655426031e-04  ,5.000133764704e+00  ,3.843555316663e+00  ,3.500093635293e+00  ,-3.936370029502e-01  ,1.350000000000e+01  
  1.478658045376e-04  ,5.000134402462e+00  ,3.842903980507e+00  ,3.500094081723e+00  ,-3.935718218377e-01  ,1.350000000000e+01  
  1.478660039803e-04  ,5.000134886426e+00  ,3.842408044877e+00  ,3.500094420499e+00  ,-3.935221962863e-01  ,1.350000000000e+01  
  1.478661861470e-04  ,5.000135327232e+00  ,3.841955072627e+00  ,3.500094729062e+00  ,-3.934768726195e-01  ,1.350000000000e+01  
  1.478665111321e-04  ,5.000136110697e+00  ,3.841146982152e+00  ,3.500095277488e+00  ,-3.933960060768e-01  ,1.350000000000e+01  
  1.478668484105e-04  ,5.000136919832e+00  ,3.840308338451e+00  ,3.500095843883e+00  ,-3.933120842360e-01  ,1.350000000000e+01  
  1.478675229675e-04  ,5.000138525998e+00  ,3.838631096991e+00  ,3.500096968198e+00  ,-3.931442462859e-01  ,1.350000000000e+01  
  1.478680215976e-04  ,5.000139702914e+00  ,3.837391325407e+00  ,3.500097792040e+00  ,-3.930201862530e-01  ,1.350000000000e+01  
  1.478684685393e-04  ,5.000140750362e+00  ,3.836280098002e+00  ,3.500098525253e+00  ,-3.929089903736e-01  ,1.350000000000e+01  
  1.478688787869e-04  ,5.000141705608e+00  ,3.835260126524e+00  ,3.500099193925e+00  ,-3.928069259093e-01  ,1.350000000000e+01  
  1.478692114553e-04  ,5.000142475858e+00  ,3.834433051649e+00  ,3.500099733100e+00  ,-3.927241519642e-01  ,1.350000000000e+01  
  1.478695274530e-04  ,5.000143204063e+00  ,3.833647784734e+00  ,3.500100242844e+00  ,-3.878027062394e-01  ,1.350000000000e+01  
  1.478697912036e-04  ,5.000143820433e+00  ,3.833015270969e+00  ,3.500100674303e+00  ,-1.121654824602e-01  ,1.350000000000e+01  
  1.478699264782e-04  ,5.000144139280e+00  ,3.832694861515e+00  ,3.500100897496e+00  ,-1.120387194110e-01  ,1.350000000000e+01  
  1.478700110190e-04  ,5.000144339048e+00  ,3.832495231074e+00  ,3.500101037334e+00  ,-1.120539698357e-01  ,1.350000000000e+01  
  1.478701734417e-04  ,5.000144722754e+00  ,3.832111967765e+00  ,3.500101305928e+00  ,-1.120435353371e-01  ,1.350000000000e+01  
  1.478703703233e-04  ,5.000145186957e+00  ,3.831647534964e+00  ,3.500101630870e+00  ,-1.120302496998e-01  ,1.350000000000e+01  
  1.478707640864e-04  ,5.000146111539e+00  ,3.830718767549e+00  ,3.500102278077e+00  ,-1.120036783503e-01  ,1.350000000000e+01  
  1.478715516128e-04  ,5.000147945132e+00  ,3.828861330263e+00  ,3.500103561592e+00  ,-1.119505701924e-01  ,1.350000000000e+01  
  1.478723249831e-04  ,5.000149725620e+00  ,3.827037344276e+00  ,3.500104807934e+00  ,-1.118984187304e-01  ,1.350000000000e+01  
  1.478729676888e-04  ,5.000151190129e+00  ,3.825521561714e+00  ,3.500105833090e+00  ,-1.118550793315e-01  ,1.350000000000e+01  
  1.478734837346e-04  ,5.000152356081e+00  ,3.824304516372e+00  ,3.500106649257e+00  ,-1.118202813059e-01  ,1.350000000000e+01  
  1.478739290931e-04  ,5.000153355215e+00  ,3.823254192082e+00  ,3.500107348651e+00  ,-1.117902501195e-01  ,1.350000000000e+01  
  1.478743428797e-04  ,5.000154277626e+00  ,3.822278335503e+00  ,3.500107994338e+00  ,-1.117623475664e-01  ,1.350000000000e+01  
  1.478746779696e-04  ,5.000155020454e+00  ,3.821488080383e+00  ,3.500108514318e+00  ,-1.117397526478e-01  ,1.350000000000e+01  
  1.478750632111e-04  ,5.000155869871e+00  ,3.820579557649e+00  ,3.500109108910e+00  ,-1.117137761497e-01  ,1.350000000000e+01  
  1.478758336943e-04  ,5.000157554016e+00  ,3.818762534927e+00  ,3.500110287811e+00  ,-1.116618247066e-01  ,1.350000000000e+01  
  1.478766327691e-04  ,5.000159280008e+00  ,3.816878116960e+00  ,3.500111496006e+00  ,-1.116079473429e-01  ,1.350000000000e+01  
  1.478772172671e-04  ,5.000160529227e+00  ,3.815499745182e+00  ,3.500112370459e+00  ,-1.115685383893e-01  ,1.350000000000e+01  
  1.478776579690e-04  ,5.000161463705e+00  ,3.814460487251e+00  ,3.500113024593e+00  ,-1.115388218140e-01  ,1.350000000000e+01  
  1.478782292422e-04  ,5.000162665582e+00  ,3.813113332090e+00  ,3.500113865907e+00  ,-1.115003018937e-01  ,1.350000000000e+01  
  1.478788042408e-04  ,5.000163864522e+00  ,3.811757408940e+00  ,3.500114705166e+00  ,-1.114615381121e-01  ,1.350000000000e+01  
  1.478794522550e-04  ,5.000165202784e+00  ,3.810229325338e+00  ,3.500115641948e+00  ,-1.114178461270e-01  ,1.350000000000e+01  
  1.478805990857e-04  ,5.000167537701e+00  ,3.807525034573e+00  ,3.500117276390e+00  ,-1.113405234573e-01  ,1.350000000000e+01  
  1.478815076840e-04  ,5.000169357272e+00  ,3.805382556712e+00  ,3.500118550091e+00  ,-1.112792647485e-01  ,1.350000000000e+01  
  1.478819902022e-04  ,5.000170312696e+00  ,3.804244794284e+00  ,3.500119218887e+00  ,-1.112467352933e-01  ,1.350000000000e+01  
  1.478820862565e-04  ,5.000170501991e+00  ,3.804018302804e+00  ,3.500119351394e+00  ,-1.112402628792e-01  ,1.350000000000e+01  
  1.478821447086e-04  ,5.000170617037e+00  ,3.803880475654e+00  ,3.500119431926e+00  ,-1.112363262164e-01  ,1.350000000000e+01  
  1.478821991793e-04  ,5.000170724148e+00  ,3.803752036610e+00  ,3.500119506903e+00  ,-1.112326583523e-01  ,1.350000000000e+01  
  1.478823081208e-04  ,5.000170938082e+00  ,3.803495158975e+00  ,3.500119656657e+00  ,-1.112253082002e-01  ,1.350000000000e+01  
  1.478823846289e-04  ,5.000171088097e+00  ,3.803314757564e+00  ,3.500119761668e+00  ,-1.112201522759e-01  ,1.350000000000e+01  
  1.478824583548e-04  ,5.000171232477e+00  ,3.803140916985e+00  ,3.500119862734e+00  ,-1.112151834504e-01  ,1.350000000000e+01  
  1.478825848517e-04  ,5.000171479790e+00  ,3.802842646400e+00  ,3.500120035853e+00  ,-1.112066543827e-01  ,1.350000000000e+01  
  1.478828243878e-04  ,5.000171946693e+00  ,3.802277839556e+00  ,3.500120362685e+00  ,-1.111904937570e-01  ,1.350000000000e+01  
  1.478832330522e-04  ,5.000172738991e+00  ,3.801314248970e+00  ,3.500120917294e+00  ,-1.111629444508e-01  ,1.350000000000e+01  
  1.478840503809e-04  ,5.000174307466e+00  ,3.799387093451e+00  ,3.500122015227e+00  ,-1.111078427651e-01  ,1.350000000000e+01  
  1.478848186289e-04  ,5.000175762191e+00  ,3.797575695077e+00  ,3.500123033534e+00  ,-1.110560504851e-01  ,1.350000000000e+01  
  1.478854428944e-04  ,5.000176930341e+00  ,3.796103805193e+00  ,3.500123851239e+00  ,-1.110139678251e-01  ,1.350000000000e+01  
  1.478859445978e-04  ,5.000177860107e+00  ,3.794920905922e+00  ,3.500124502075e+00  ,-1.109801476175e-01  ,1.350000000000e+01  
  1.478863958236e-04  ,5.000178689455e+00  ,3.793857032221e+00  ,3.500125082619e+00  ,-1.109497272275e-01  ,1.350000000000e+01  
  1.478868419271e-04  ,5.000179503000e+00  ,3.792805245774e+00  ,3.500125652100e+00  ,-1.109196522429e-01  ,1.350000000000e+01  
  1.478871881463e-04  ,5.000180130017e+00  ,3.791988965514e+00  ,3.500126091012e+00  ,-1.108963158933e-01  ,1.350000000000e+01  
  1.478875738070e-04  ,5.000180823970e+00  ,3.791079701312e+00  ,3.500126576779e+00  ,-1.108703199654e-01  ,1.350000000000e+01  
  1.478883451283e-04  ,5.000182197695e+00  ,3.789261195783e+00  ,3.500127538387e+00  ,-1.108183247281e-01  ,1.350000000000e+01  
  1.478890422233e-04  ,5.000183422974e+00  ,3.787617716362e+00  ,3.500128396082e+00  ,-1.107713307470e-01  ,1.350000000000e+01  
  1.478895564065e-04  ,5.000184316886e+00  ,3.786405487858e+00  ,3.500129021821e+00  ,-1.107366705869e-01  ,1.350000000000e+01  
  1.478902575061e-04  ,5.000185522278e+00  ,3.784752610561e+00  ,3.500129865594e+00  ,-1.106894144709e-01  ,1.350000000000e+01  
  1.478909600959e-04  ,5.000186714667e+00  ,3.783096245535e+00  ,3.500130700267e+00  ,-1.106420556525e-01  ,1.350000000000e+01  
  1.478916589603e-04  ,5.000187885296e+00  ,3.781448688057e+00  ,3.500131519707e+00  ,-1.105949450192e-01  ,1.350000000000e+01  
  1.478930566893e-04  ,5.000190180507e+00  ,3.778153648295e+00  ,3.500133126355e+00  ,-1.105007335251e-01  ,1.350000000000e+01  
  1.478943238467e-04  ,5.000192208413e+00  ,3.775166507422e+00  ,3.500134545889e+00  ,-1.104153256419e-01  ,1.350000000000e+01  
  1.478968581617e-04  ,5.000196114049e+00  ,3.769192473075e+00  ,3.500137279834e+00  ,-1.102445151844e-01  ,1.350000000000e+01  
  1.478986800150e-04  ,5.000198798482e+00  ,3.764898098832e+00  ,3.500139158938e+00  ,-1.101217286983e-01  ,1.350000000000e+01  
  1.479002153934e-04  ,5.000200981113e+00  ,3.761279120087e+00  ,3.500140686779e+00  ,-1.100182535586e-01  ,1.350000000000e+01  
  1.479011412211e-04  ,5.000202262108e+00  ,3.759096947217e+00  ,3.500141583476e+00  ,-1.099558595943e-01  ,1.350000000000e+01  
  1.479018434383e-04  ,5.000203216137e+00  ,3.757441853044e+00  ,3.500142251296e+00  ,-1.099085380097e-01  ,1.350000000000e+01  
  1.479024229073e-04  ,5.000203992006e+00  ,3.756076090191e+00  ,3.500142794404e+00  ,-1.098694889233e-01  ,1.350000000000e+01  
  1.479031765335e-04  ,5.000204985678e+00  ,3.754299878011e+00  ,3.500143489974e+00  ,-1.098187009889e-01  ,1.350000000000e+01  
  1.479043805473e-04  ,5.000206537175e+00  ,3.751462213618e+00  ,3.500144576022e+00  ,-1.097375641642e-01  ,1.350000000000e+01  
  1.479049693294e-04  ,5.000207279785e+00  ,3.750074577243e+00  ,3.500145095850e+00  ,-1.096978903138e-01  ,1.350000000000e+01  
  1.479055038155e-04  ,5.000207944773e+00  ,3.748814920891e+00  ,3.500145561341e+00  ,-1.096618746295e-01  ,1.350000000000e+01  
  1.479059797213e-04  ,5.000208529565e+00  ,3.747693336485e+00  ,3.500145970696e+00  ,-1.096298067365e-01  ,1.350000000000e+01  
  1.479065654301e-04  ,5.000209239836e+00  ,3.746312991570e+00  ,3.500146467885e+00  ,-1.095903359218e-01  ,1.350000000000e+01  
  1.479070106488e-04  ,5.000209772778e+00  ,3.745263752498e+00  ,3.500146840944e+00  ,-1.095603350012e-01  ,1.350000000000e+01  
  1.479074914907e-04  ,5.000210341614e+00  ,3.744130572599e+00  ,3.500147239130e+00  ,-1.095279376813e-01  ,1.350000000000e+01  
  1.479081500289e-04  ,5.000211109309e+00  ,3.742578642467e+00  ,3.500147776517e+00  ,-1.094835658673e-01  ,1.350000000000e+01  
  1.479089517113e-04  ,5.000212026180e+00  ,3.740689404548e+00  ,3.500148418326e+00  ,-1.094295437955e-01  ,1.350000000000e+01  
  1.479094919716e-04  ,5.000212633126e+00  ,3.739416250697e+00  ,3.500148843188e+00  ,-1.093931411974e-01  ,1.350000000000e+01  
  1.479101054337e-04  ,5.000213311639e+00  ,3.737970610530e+00  ,3.500149318148e+00  ,-1.093518109635e-01  ,1.350000000000e+01  
  1.479106198032e-04  ,5.000213871820e+00  ,3.736758499986e+00  ,3.500149710274e+00  ,-1.093171518881e-01  ,1.350000000000e+01  
  1.479112841156e-04  ,5.000214583525e+00  ,3.735193069419e+00  ,3.500150208468e+00  ,-1.092723925652e-01  ,1.350000000000e+01  
  1.479118695450e-04  ,5.000215199735e+00  ,3.733813542994e+00  ,3.500150639814e+00  ,-1.092329485928e-01  ,1.350000000000e+01  
  1.479125727866e-04  ,5.000215926358e+00  ,3.732156422863e+00  ,3.500151148451e+00  ,-1.091855676503e-01  ,1.350000000000e+01  
  1.479135767524e-04  ,5.000216938052e+00  ,3.729790720149e+00  ,3.500151856636e+00  ,-1.091179262795e-01  ,1.350000000000e+01  
  1.479144811597e-04  ,5.000217823628e+00  ,3.727659657155e+00  ,3.500152476539e+00  ,-1.090569940343e-01  ,1.350000000000e+01  
  1.479162899744e-04  ,5.000219521648e+00  ,3.723397657815e+00  ,3.500153665153e+00  ,-1.089351327625e-01  ,1.350000000000e+01  
  1.479186581415e-04  ,5.000221597864e+00  ,3.717817946186e+00  ,3.500155118505e+00  ,-1.087755947547e-01  ,1.350000000000e+01  
  1.479233944756e-04  ,5.000225253262e+00  ,3.706659392238e+00  ,3.500157677284e+00  ,-1.084565429928e-01  ,1.350000000000e+01  
  1.479328671437e-04  ,5.000230600506e+00  ,3.684345767396e+00  ,3.500161420354e+00  ,-1.078185364446e-01  ,1.350000000000e+01  
  1.479494044524e-04  ,5.000233766804e+00  ,3.645401978396e+00  ,3.500163636763e+00  ,-1.067050222221e-01  ,1.350000000000e+01  
  1.479637974840e-04  ,5.000230238340e+00  ,3.611519339005e+00  ,3.500161166838e+00  ,-1.057362129355e-01  ,1.350000000000e+01  
  1.479743028027e-04  ,5.000224021051e+00  ,3.586795587414e+00  ,3.500156814736e+00  ,-1.050292799236e-01  ,1.350000000000e+01  
  1.479836085778e-04  ,5.000215977794e+00  ,3.564899722603e+00  ,3.500151184456e+00  ,-1.044032021557e-01  ,1.350000000000e+01  
  1.479940036279e-04  ,5.000204198784e+00  ,3.540446231364e+00  ,3.500142939148e+00  ,-1.037039893868e-01  ,1.350000000000e+01  
  1.480017879945e-04  ,5.000193468535e+00  ,3.522137873241e+00  ,3.500135427975e+00  ,-1.031804852793e-01  ,1.350000000000e+01  
  1.480101922494e-04  ,5.000180055481e+00  ,3.502375153853e+00  ,3.500126038836e+00  ,-1.026153927994e-01  ,1.350000000000e+01  
  1.480228329044e-04  ,5.000156335111e+00  ,3.472657498781e+00  ,3.500109434578e+00  ,-1.017656455424e-01  ,1.350000000000e+01  
  1.480367729407e-04  ,5.000125257673e+00  ,3.439894842591e+00  ,3.500087680371e+00  ,-1.008288226770e-01  ,1.350000000000e+01  
  1.480477759582e-04  ,5.000097109520e+00  ,3.414042207255e+00  ,3.500067976664e+00  ,-1.000895807762e-01  ,1.350000000000e+01  
  1.480579802733e-04  ,5.000068161945e+00  ,3.390071946238e+00  ,3.500047713362e+00  ,-9.940416017728e-02  ,1.350000000000e+01  
  1.480666989428e-04  ,5.000041268391e+00  ,3.369595904487e+00  ,3.500028887874e+00  ,-9.881865214675e-02  ,1.350000000000e+01  
  1.480721162599e-04  ,5.000023557492e+00  ,3.356875222488e+00  ,3.500016490245e+00  ,-9.845490543646e-02  ,1.350000000000e+01  
  1.480781564456e-04  ,5.000002907904e+00  ,3.342693797721e+00  ,3.500002035533e+00  ,-9.804938747641e-02  ,1.350000000000e+01  
  1.480848567527e-04  ,4.999978889991e+00  ,3.326964790227e+00  ,3.499985222994e+00  ,-9.759961463497e-02  ,1.350000000000e+01  
  1.480978058618e-04  ,4.999929168698e+00  ,3.296573500819e+00  ,3.499950418088e+00  ,-9.673056652327e-02  ,1.350000000000e+01  
  1.481178062004e-04  ,4.999843836708e+00  ,3.249650821398e+00  ,3.499890685696e+00  ,-9.538878418531e-02  ,1.350000000000e+01  
  1.481203062427e-04  ,4.999832441997e+00  ,3.243786998169e+00  ,3.499882709398e+00  ,-9.522110343429e-02  ,1.350000000000e+01  
  1.481253063273e-04  ,4.999809168151e+00  ,3.232060362112e+00  ,3.499866417705e+00  ,-9.488576994650e-02  ,1.350000000000e+01  
  1.481265563485e-04  ,4.999803248801e+00  ,3.229128913685e+00  ,3.499862274161e+00  ,-9.480194245642e-02  ,1.350000000000e+01  
  1.481290563908e-04  ,4.999791289108e+00  ,3.223266269742e+00  ,3.499853902376e+00  ,-9.463429443549e-02  ,1.350000000000e+01  
  1.481296814014e-04  ,4.999788273987e+00  ,3.221800661472e+00  ,3.499851791791e+00  ,-9.459238398345e-02  ,1.350000000000e+01  
  1.481309314225e-04  ,4.999782213515e+00  ,3.218869508211e+00  ,3.499847549460e+00  ,-9.450856462354e-02  ,1.350000000000e+01  
  1.481312439278e-04  ,4.999780692099e+00  ,3.218136733080e+00  ,3.499846484469e+00  ,-9.448761038703e-02  ,1.350000000000e+01  
  1.481318689384e-04  ,4.999777641710e+00  ,3.216671198641e+00  ,3.499844349197e+00  ,-9.444570185636e-02  ,1.350000000000e+01  
  1.481331189596e-04  ,4.999771510711e+00  ,3.213740193069e+00  ,3.499840057498e+00  ,-9.436188649257e-02  ,1.350000000000e+01  
  1.481339967311e-04  ,4.999767181410e+00  ,3.211682075778e+00  ,3.499837026987e+00  ,-9.430303240806e-02  ,1.350000000000e+01  
  1.481347434655e-04  ,4.999763482765e+00  ,3.209931234873e+00  ,3.499834437936e+00  ,-9.425296523966e-02  ,1.350000000000e+01  
  1.481354590007e-04  ,4.999759925166e+00  ,3.208253574112e+00  ,3.499831947616e+00  ,-9.420499078583e-02  ,1.350000000000e+01  
  1.481360355825e-04  ,4.999757048832e+00  ,3.206901726779e+00  ,3.499829934182e+00  ,-9.416633316357e-02  ,1.350000000000e+01  
  1.481365129784e-04  ,4.999754660811e+00  ,3.205782443104e+00  ,3.499828262568e+00  ,-9.413432606365e-02  ,1.350000000000e+01  
  1.481368093718e-04  ,4.999753175242e+00  ,3.205087537033e+00  ,3.499827222669e+00  ,-9.411445467483e-02  ,1.350000000000e+01  
  1.481370266494e-04  ,4.999752084775e+00  ,3.204578124226e+00  ,3.499826459342e+00  ,-9.409988771070e-02  ,1.350000000000e+01  
  1.481371641359e-04  ,4.999751394133e+00  ,3.204255784929e+00  ,3.499825975893e+00  ,-9.409067054447e-02  ,1.350000000000e+01  
  1.481374391089e-04  ,4.999750011387e+00  ,3.203611109400e+00  ,3.499825007971e+00  ,-9.407223476333e-02  ,1.350000000000e+01  
  1.481379890549e-04  ,4.999747240050e+00  ,3.202321770610e+00  ,3.499823068035e+00  ,-9.403536417878e-02  ,1.350000000000e+01  
  1.481384338545e-04  ,4.999744992874e+00  ,3.201278957501e+00  ,3.499821495012e+00  ,-9.400554376497e-02  ,1.350000000000e+01  
  1.481388295735e-04  ,4.999742989373e+00  ,3.200351220913e+00  ,3.499820092561e+00  ,-9.397901413374e-02  ,1.350000000000e+01  
  1.481391065954e-04  ,4.999741584427e+00  ,3.199701766673e+00  ,3.499819109099e+00  ,-9.396044246547e-02  ,1.350000000000e+01  
  1.481393550722e-04  ,4.999740322568e+00  ,3.199119237371e+00  ,3.499818225798e+00  ,-9.394378450130e-02  ,1.350000000000e+01  
  1.481395720238e-04  ,4.999739219506e+00  ,3.198610618660e+00  ,3.499817453654e+00  ,-9.392924009652e-02  ,1.350000000000e+01  
  1.481397688589e-04  ,4.999738217674e+00  ,3.198149163192e+00  ,3.499816752372e+00  ,-9.391604436427e-02  ,1.350000000000e+01  
  1.481400770801e-04  ,4.999736646914e+00  ,3.197426580758e+00  ,3.499815652840e+00  ,-9.389538109904e-02  ,1.350000000000e+01  
  1.481403229492e-04  ,4.999735392159e+00  ,3.196850177849e+00  ,3.499814774511e+00  ,-9.387889806680e-02  ,1.350000000000e+01  
  1.481405449765e-04  ,4.999734257738e+00  ,3.196329671365e+00  ,3.499813980417e+00  ,-9.386401412699e-02  ,1.350000000000e+01  
  1.481407721960e-04  ,4.999733095474e+00  ,3.195796995564e+00  ,3.499813166832e+00  ,-9.384878160094e-02  ,1.350000000000e+01  
  1.481409363881e-04  ,4.999732254776e+00  ,3.195412077767e+00  ,3.499812578343e+00  ,-9.383777439429e-02  ,1.350000000000e+01  
  1.481411438402e-04  ,4.999731191586e+00  ,3.194925747243e+00  ,3.499811834110e+00  ,-9.382386737721e-02  ,1.350000000000e+01  
  1.481413616999e-04  ,4.999730073863e+00  ,3.194415020825e+00  ,3.499811051704e+00  ,-9.380926204957e-02  ,1.350000000000e+01  
  1.481415470331e-04  ,4.999729122054e+00  ,3.193980547878e+00  ,3.499810385438e+00  ,-9.379683795314e-02  ,1.350000000000e+01  
  1.481417145547e-04  ,4.999728260958e+00  ,3.193587831782e+00  ,3.499809782671e+00  ,-9.378560794247e-02  ,1.350000000000e+01  
  1.481419841260e-04  ,4.999726873788e+00  ,3.192955886819e+00  ,3.499808811652e+00  ,-9.376753616737e-02  ,1.350000000000e+01  
  1.481421932778e-04  ,4.999725796238e+00  ,3.192465583637e+00  ,3.499808057367e+00  ,-9.375351552838e-02  ,1.350000000000e+01  
  1.481423851768e-04  ,4.999724806582e+00  ,3.192015727229e+00  ,3.499807364608e+00  ,-9.374065150658e-02  ,1.350000000000e+01  
  1.481425662492e-04  ,4.999723871892e+00  ,3.191591252802e+00  ,3.499806710324e+00  ,-9.372851380347e-02  ,1.350000000000e+01  
  1.481427681599e-04  ,4.999722828638e+00  ,3.191117930705e+00  ,3.499805980047e+00  ,-9.371497789477e-02  ,1.350000000000e+01  
  1.481429724688e-04  ,4.999721771925e+00  ,3.190638989063e+00  ,3.499805240347e+00  ,-9.370128192922e-02  ,1.350000000000e+01  
  1.481431141928e-04  ,4.999721038278e+00  ,3.190306760444e+00  ,3.499804726794e+00  ,-9.369178197960e-02  ,1.350000000000e+01  
  1.481432413184e-04  ,4.999720379761e+00  ,3.190008754427e+00  ,3.499804265832e+00  ,-9.368326046469e-02  ,1.350000000000e+01  
  1.481433586417e-04  ,4.999719771650e+00  ,3.189733727305e+00  ,3.499803840155e+00  ,-9.367539676693e-02  ,1.350000000000e+01  
  1.481434741490e-04  ,4.999719172606e+00  ,3.189462958129e+00  ,3.499803420824e+00  ,-9.366765303118e-02  ,1.350000000000e+01  
  1.481436366415e-04  ,4.999718329305e+00  ,3.189082048631e+00  ,3.499802830513e+00  ,-9.365675981330e-02  ,1.350000000000e+01  
  1.481438242797e-04  ,4.999717354658e+00  ,3.188642195181e+00  ,3.499802148260e+00  ,-9.364418132849e-02  ,1.350000000000e+01  
  1.481441995562e-04  ,4.999715402643e+00  ,3.187762494000e+00  ,3.499800781850e+00  ,-9.361902431926e-02  ,1.350000000000e+01  
  1.481444878471e-04  ,4.999713900624e+00  ,3.187086704414e+00  ,3.499799730437e+00  ,-9.359969938861e-02  ,1.350000000000e+01  
  1.481446412359e-04  ,4.999713100583e+00  ,3.186727143836e+00  ,3.499799170408e+00  ,-9.358941818988e-02  ,1.350000000000e+01  
  1.481446972782e-04  ,4.999712808129e+00  ,3.186595774646e+00  ,3.499798965690e+00  ,-9.358566430741e-02  ,1.350000000000e+01  
  1.481447229886e-04  ,4.999712673933e+00  ,3.186535506973e+00  ,3.499798871753e+00  ,-9.358394501601e-02  ,1.350000000000e+01  
  1.481447539259e-04  ,4.999712512433e+00  ,3.186462986602e+00  ,3.499798758703e+00  ,-9.358187109810e-02  ,1.350000000000e+01  
  1.481448158007e-04  ,4.999712189358e+00  ,3.186317946017e+00  ,3.499798532551e+00  ,-9.357772109232e-02  ,1.350000000000e+01  
  1.481449395502e-04  ,4.999711542909e+00  ,3.186027865469e+00  ,3.499798080037e+00  ,-9.356942304596e-02  ,1.350000000000e+01  
  1.481450720075e-04  ,4.999710850538e+00  ,3.185717373775e+00  ,3.499797595376e+00  ,-9.356054393381e-02  ,1.350000000000e+01  
  1.481453369222e-04  ,4.999709464439e+00  ,3.185096393238e+00  ,3.499796625107e+00  ,-9.354278423254e-02  ,1.350000000000e+01  
  1.481456019301e-04  ,4.999708076044e+00  ,3.184475198194e+00  ,3.499795653231e+00  ,-9.352502020710e-02  ,1.350000000000e+01  
  1.481458692662e-04  ,4.999706673619e+00  ,3.183848549307e+00  ,3.499794671533e+00  ,-9.350710036575e-02  ,1.350000000000e+01  
  1.481460981387e-04  ,4.999705471509e+00  ,3.183312064092e+00  ,3.499793830057e+00  ,-9.349175907695e-02  ,1.350000000000e+01  
  1.481463051950e-04  ,4.999704382823e+00  ,3.182826719333e+00  ,3.499793067976e+00  ,-9.347788084424e-02  ,1.350000000000e+01  
  1.481466919733e-04  ,4.999702346215e+00  ,3.181920108310e+00  ,3.499791642350e+00  ,-9.345195372712e-02  ,1.350000000000e+01  
  1.481470867609e-04  ,4.999700263461e+00  ,3.180994731615e+00  ,3.499790184423e+00  ,-9.342549158498e-02  ,1.350000000000e+01  
  1.481474098367e-04  ,4.999698543898e+00  ,3.180213840173e+00  ,3.499788980729e+00  ,-3.265595197249e-01  ,1.350000000000e+01  
  1.481475786622e-04  ,4.999697640444e+00  ,3.179801607198e+00  ,3.499788348311e+00  ,-3.272618043346e-01  ,1.350000000000e+01  
  1.481476183366e-04  ,4.999697427717e+00  ,3.179704449761e+00  ,3.499788199402e+00  ,-3.272036124137e-01  ,1.350000000000e+01  
  1.481476408629e-04  ,4.999697306884e+00  ,3.179649263250e+00  ,3.499788114819e+00  ,-3.271973271727e-01  ,1.350000000000e+01  
  1.481476767712e-04  ,4.999697114216e+00  ,3.179561284950e+00  ,3.499787979951e+00  ,-3.271885005553e-01  ,1.350000000000e+01  
  1.481477485878e-04  ,4.999696728733e+00  ,3.179385322971e+00  ,3.499787710113e+00  ,-3.271709042440e-01  ,1.350000000000e+01  
  1.481477989316e-04  ,4.999696458406e+00  ,3.179261971204e+00  ,3.499787520884e+00  ,-3.271585778152e-01  ,1.350000000000e+01  
  1.481478450030e-04  ,4.999696210956e+00  ,3.179149087526e+00  ,3.499787347669e+00  ,-3.271472802592e-01  ,1.350000000000e+01  
  1.481478870755e-04  ,4.999695984931e+00  ,3.179046001943e+00  ,3.499787189452e+00  ,-3.271369631218e-01  ,1.350000000000e+01  
  1.481479568083e-04  ,4.999695610203e+00  ,3.178875143850e+00  ,3.499786927142e+00  ,-3.271198643982e-01  ,1.350000000000e+01  
  1.481480900805e-04  ,4.999694893663e+00  ,3.178548604216e+00  ,3.499786425564e+00  ,-3.270871859410e-01  ,1.350000000000e+01  
  1.481483091975e-04  ,4.999693714534e+00  ,3.178011735870e+00  ,3.499785600174e+00  ,-3.270334567318e-01  ,1.350000000000e+01  
  1.481486719942e-04  ,4.999691759373e+00  ,3.177122845500e+00  ,3.499784231561e+00  ,-3.269444959366e-01  ,1.350000000000e+01  
  1.481490940230e-04  ,4.999689480531e+00  ,3.176088852725e+00  ,3.499782636372e+00  ,-3.268410127261e-01  ,1.350000000000e+01  
  1.481496565418e-04  ,4.999686435604e+00  ,3.174710689761e+00  ,3.499780504923e+00  ,-3.267030844045e-01  ,1.350000000000e+01  
  1.481501664409e-04  ,4.999683668127e+00  ,3.173461481594e+00  ,3.499778567689e+00  ,-3.265780619507e-01  ,1.350000000000e+01  
