  Time                 , V(VOUT)              , I(L1:1)              , -i(rload)            , v(vsw)               , v(vin)               
  1.470000000004e-04  ,5.000208578792e+00  ,3.621549696606e+00  ,3.500146005155e+00  ,-1.060230125853e-01  ,1.350000000000e+01  
  1.470017970805e-04  ,5.000207890877e+00  ,3.617319650907e+00  ,3.500145523614e+00  ,-1.059020623214e-01  ,1.350000000000e+01  
  1.470053912406e-04  ,5.000206300544e+00  ,3.608859964022e+00  ,3.500144410380e+00  ,-1.056601729268e-01  ,1.350000000000e+01  
  1.470125795607e-04  ,5.000202094614e+00  ,3.591942533742e+00  ,3.500141466230e+00  ,-1.051764483066e-01  ,1.350000000000e+01  
  1.470269562010e-04  ,5.000189479681e+00  ,3.558115722463e+00  ,3.500132635777e+00  ,-1.042092236771e-01  ,1.350000000000e+01  
  1.470416621570e-04  ,5.000170796956e+00  ,3.523525255032e+00  ,3.500119557869e+00  ,-1.032201557178e-01  ,1.350000000000e+01  
  1.470547409062e-04  ,5.000149304638e+00  ,3.492771755384e+00  ,3.500104513246e+00  ,-1.023407938944e-01  ,1.350000000000e+01  
  1.470656783585e-04  ,5.000127828894e+00  ,3.467060246437e+00  ,3.500089480226e+00  ,-1.016055970571e-01  ,1.350000000000e+01  
  1.470752791767e-04  ,5.000106363315e+00  ,3.444496076942e+00  ,3.500074454321e+00  ,-1.009603916638e-01  ,1.350000000000e+01  
  1.470848427419e-04  ,5.000082559871e+00  ,3.422024312169e+00  ,3.500057791910e+00  ,-1.003178252787e-01  ,1.350000000000e+01  
  1.470917978589e-04  ,5.000063739243e+00  ,3.405684737471e+00  ,3.500044617470e+00  ,-9.985060268730e-02  ,1.350000000000e+01  
  1.470980079179e-04  ,5.000045862844e+00  ,3.391097691789e+00  ,3.500032103991e+00  ,-9.943349103878e-02  ,1.350000000000e+01  
  1.471018233602e-04  ,5.000034378875e+00  ,3.382136470523e+00  ,3.500024065213e+00  ,-9.917724708258e-02  ,1.350000000000e+01  
  1.471047573988e-04  ,5.000025288913e+00  ,3.375245904400e+00  ,3.500017702239e+00  ,-9.898021303406e-02  ,1.350000000000e+01  
  1.471091584568e-04  ,5.000011232513e+00  ,3.364910915612e+00  ,3.500007862759e+00  ,-9.868468564107e-02  ,1.350000000000e+01  
  1.471168996100e-04  ,4.999985283061e+00  ,3.346734901126e+00  ,3.499989698143e+00  ,-9.816494289184e-02  ,1.350000000000e+01  
  1.471303568487e-04  ,4.999936462091e+00  ,3.315145302424e+00  ,3.499955523464e+00  ,-9.726163337584e-02  ,1.350000000000e+01  
  1.471503571872e-04  ,4.999855225047e+00  ,3.268214335999e+00  ,3.499898657533e+00  ,-9.591962118115e-02  ,1.350000000000e+01  
  1.471703575258e-04  ,4.999763634281e+00  ,3.221304873438e+00  ,3.499834543997e+00  ,-9.457820625154e-02  ,1.350000000000e+01  
  1.471836702232e-04  ,4.999696162014e+00  ,3.189079253469e+00  ,3.499787313410e+00  ,-3.281359385604e-01  ,1.350000000000e+01  
  1.471852303748e-04  ,4.999687918814e+00  ,3.185260487127e+00  ,3.499781543170e+00  ,-3.277593093465e-01  ,1.350000000000e+01  
  1.471863414426e-04  ,4.999682007145e+00  ,3.182538832875e+00  ,3.499777405002e+00  ,-3.274865370108e-01  ,1.350000000000e+01  
  1.471870208424e-04  ,4.999678375627e+00  ,3.180874243160e+00  ,3.499774862939e+00  ,-3.273199443911e-01  ,1.350000000000e+01  
  1.471877455977e-04  ,4.999674487890e+00  ,3.179098484377e+00  ,3.499772141523e+00  ,-3.271422255178e-01  ,1.350000000000e+01  
  1.471883326103e-04  ,4.999671328628e+00  ,3.177660235226e+00  ,3.499769930040e+00  ,-3.269982855189e-01  ,1.350000000000e+01  
  1.471888189469e-04  ,4.999668704152e+00  ,3.176468681080e+00  ,3.499768092907e+00  ,-3.268790253620e-01  ,1.350000000000e+01  
  1.471892826990e-04  ,4.999666195609e+00  ,3.175332488072e+00  ,3.499766336926e+00  ,-3.267653072483e-01  ,1.350000000000e+01  
  1.471898445659e-04  ,4.999663148567e+00  ,3.173955951435e+00  ,3.499764203997e+00  ,-3.266275565904e-01  ,1.350000000000e+01  
  1.471903073867e-04  ,4.999660632265e+00  ,3.172822103599e+00  ,3.499762442585e+00  ,-3.265140802486e-01  ,1.350000000000e+01  
  1.471907615461e-04  ,4.999658157438e+00  ,3.171709503128e+00  ,3.499760710206e+00  ,-3.264027195043e-01  ,1.350000000000e+01  
  1.471909809890e-04  ,4.999656959646e+00  ,3.171171921713e+00  ,3.499759871752e+00  ,-3.263489069969e-01  ,1.350000000000e+01  
  1.471910896976e-04  ,4.999656365799e+00  ,3.170905614580e+00  ,3.499759456059e+00  ,-3.263222679323e-01  ,1.350000000000e+01  
  1.471911759381e-04  ,4.999655894462e+00  ,3.170694349581e+00  ,3.499759126123e+00  ,-3.263011372847e-01  ,1.350000000000e+01  
  1.471912670331e-04  ,4.999655396375e+00  ,3.170471193470e+00  ,3.499758777463e+00  ,-3.262788140591e-01  ,1.350000000000e+01  
  1.471913024757e-04  ,4.999655202522e+00  ,3.170384369650e+00  ,3.499758641766e+00  ,-3.262701603771e-01  ,1.350000000000e+01  
  1.471913308898e-04  ,4.999655047088e+00  ,3.170314763849e+00  ,3.499758532962e+00  ,-3.262631412750e-01  ,1.350000000000e+01  
  1.471913614663e-04  ,4.999654879801e+00  ,3.170239860915e+00  ,3.499758415860e+00  ,-3.262555988577e-01  ,1.350000000000e+01  
  1.471914140045e-04  ,4.999654592298e+00  ,3.170111158780e+00  ,3.499758214609e+00  ,-3.262426851019e-01  ,1.350000000000e+01  
  1.471914692785e-04  ,4.999654289744e+00  ,3.169975755299e+00  ,3.499758002821e+00  ,-3.262292378937e-01  ,1.350000000000e+01  
  1.471915798265e-04  ,4.999653684390e+00  ,3.169704949585e+00  ,3.499757579073e+00  ,-3.262021274295e-01  ,1.350000000000e+01  
  1.471918009225e-04  ,4.999652472692e+00  ,3.169163343150e+00  ,3.499756730884e+00  ,-3.261478966424e-01  ,1.350000000000e+01  
  1.471922431144e-04  ,4.999650045344e+00  ,3.168080150254e+00  ,3.499755031741e+00  ,-3.260394844309e-01  ,1.350000000000e+01  
  1.471927139911e-04  ,4.999647454742e+00  ,3.166926720544e+00  ,3.499753218320e+00  ,-3.259240532946e-01  ,1.350000000000e+01  
  1.471931137148e-04  ,4.999645250910e+00  ,3.165947606522e+00  ,3.499751675637e+00  ,-3.258260643290e-01  ,1.350000000000e+01  
  1.471934748817e-04  ,4.999643255953e+00  ,3.165062955112e+00  ,3.499750279167e+00  ,-3.257375295767e-01  ,1.350000000000e+01  
  1.471937713682e-04  ,4.999641615639e+00  ,3.164336746688e+00  ,3.499749130948e+00  ,-3.256648528430e-01  ,1.350000000000e+01  
  1.471939269922e-04  ,4.999640753701e+00  ,3.163955569045e+00  ,3.499748527591e+00  ,-3.256267132151e-01  ,1.350000000000e+01  
  1.471939627376e-04  ,4.999640555629e+00  ,3.163868016702e+00  ,3.499748388940e+00  ,-3.256179942271e-01  ,1.350000000000e+01  
  1.471939844374e-04  ,4.999640435370e+00  ,3.163814866625e+00  ,3.499748304759e+00  ,-3.256127115024e-01  ,1.350000000000e+01  
  1.471940181105e-04  ,4.999640248731e+00  ,3.163732390038e+00  ,3.499748174112e+00  ,-3.256044425845e-01  ,1.350000000000e+01  
  1.471940854568e-04  ,4.999639875359e+00  ,3.163567437329e+00  ,3.499747912752e+00  ,-3.255878050142e-01  ,1.350000000000e+01  
  1.471942199630e-04  ,4.999639129283e+00  ,3.163237989983e+00  ,3.499747390498e+00  ,-3.255548615590e-01  ,1.350000000000e+01  
  1.471943412678e-04  ,4.999638456014e+00  ,3.162940879291e+00  ,3.499746919210e+00  ,-3.255251419929e-01  ,1.350000000000e+01  
  1.471945838773e-04  ,4.999637108289e+00  ,3.162346663921e+00  ,3.499745975802e+00  ,-3.254656660035e-01  ,1.350000000000e+01  
  1.471947650894e-04  ,4.999636444172e+00  ,3.162687990088e+00  ,3.499745510920e+00  ,1.328242324225e+01  ,1.350000000000e+01  
  1.471948486989e-04  ,4.999636243256e+00  ,3.162964178288e+00  ,3.499745370279e+00  ,1.331630979487e+01  ,1.350000000000e+01  
  1.471948724534e-04  ,4.999636197127e+00  ,3.163051312209e+00  ,3.499745337989e+00  ,1.331026496268e+01  ,1.350000000000e+01  
  1.471949086120e-04  ,4.999636133171e+00  ,3.163185764532e+00  ,3.499745293220e+00  ,1.331019080746e+01  ,1.350000000000e+01  
  1.471949602888e-04  ,4.999636049785e+00  ,3.163378907586e+00  ,3.499745234850e+00  ,1.331019708557e+01  ,1.350000000000e+01  
  1.471950636423e-04  ,4.999635895475e+00  ,3.163765890303e+00  ,3.499745126832e+00  ,1.331017408877e+01  ,1.350000000000e+01  
  1.471952703494e-04  ,4.999635601112e+00  ,3.164540409546e+00  ,3.499744920778e+00  ,1.331012759059e+01  ,1.350000000000e+01  
  1.471954154960e-04  ,4.999635398099e+00  ,3.165084446993e+00  ,3.499744778669e+00  ,1.331009494814e+01  ,1.350000000000e+01  
  1.471955553574e-04  ,4.999635203108e+00  ,3.165608720906e+00  ,3.499744642175e+00  ,1.331006349171e+01  ,1.350000000000e+01  
  1.471957840669e-04  ,4.999634885504e+00  ,3.166466063175e+00  ,3.499744419853e+00  ,1.331001205117e+01  ,1.350000000000e+01  
  1.471961772247e-04  ,4.999634345008e+00  ,3.167939866957e+00  ,3.499744041506e+00  ,1.330992362295e+01  ,1.350000000000e+01  
  1.471969635404e-04  ,4.999633287282e+00  ,3.170887411596e+00  ,3.499743301098e+00  ,1.330974677027e+01  ,1.350000000000e+01  
  1.471977574929e-04  ,4.999632250418e+00  ,3.173863498208e+00  ,3.499742575293e+00  ,1.330956820507e+01  ,1.350000000000e+01  
  1.471983510248e-04  ,4.999631495694e+00  ,3.176088263436e+00  ,3.499742046986e+00  ,1.330943471916e+01  ,1.350000000000e+01  
  1.471988560810e-04  ,4.999630867202e+00  ,3.177981353325e+00  ,3.499741607041e+00  ,1.330932113376e+01  ,1.350000000000e+01  
  1.471990853493e-04  ,4.999630586062e+00  ,3.178840702776e+00  ,3.499741410244e+00  ,1.330926957279e+01  ,1.350000000000e+01  
  1.471991714268e-04  ,4.999630481181e+00  ,3.179163338784e+00  ,3.499741336827e+00  ,1.330925021463e+01  ,1.350000000000e+01  
  1.471992605893e-04  ,4.999630372926e+00  ,3.179497536965e+00  ,3.499741261048e+00  ,1.330923016274e+01  ,1.350000000000e+01  
  1.471994389143e-04  ,4.999630157594e+00  ,3.180165930090e+00  ,3.499741110316e+00  ,1.330919005916e+01  ,1.350000000000e+01  
  1.471997955643e-04  ,4.999629731635e+00  ,3.181502703388e+00  ,3.499740812145e+00  ,1.330910985276e+01  ,1.350000000000e+01  
  1.472001361955e-04  ,4.999629330662e+00  ,3.182779420086e+00  ,3.499740531463e+00  ,1.330903324976e+01  ,1.350000000000e+01  
  1.472004715182e-04  ,4.999628941520e+00  ,3.184036224515e+00  ,3.499740259064e+00  ,1.330895784149e+01  ,1.350000000000e+01  
  1.472007597160e-04  ,4.999628611487e+00  ,3.185116390432e+00  ,3.499740028041e+00  ,1.330889303153e+01  ,1.350000000000e+01  
  1.472010132685e-04  ,4.999628324508e+00  ,3.186066696734e+00  ,3.499739827155e+00  ,1.330883601316e+01  ,1.350000000000e+01  
  1.472012435613e-04  ,4.999628066592e+00  ,3.186929818613e+00  ,3.499739646615e+00  ,1.330878422584e+01  ,1.350000000000e+01  
  1.472015955547e-04  ,4.999627677412e+00  ,3.188249052152e+00  ,3.499739374189e+00  ,1.330870507183e+01  ,1.350000000000e+01  
  1.472022744889e-04  ,4.999626943920e+00  ,3.190793577324e+00  ,3.499738860744e+00  ,1.330855240032e+01  ,1.350000000000e+01  
  1.472030707697e-04  ,4.999626112415e+00  ,3.193777817207e+00  ,3.499738278690e+00  ,1.330837334593e+01  ,1.350000000000e+01  
  1.472038644428e-04  ,4.999625314483e+00  ,3.196752198449e+00  ,3.499737720138e+00  ,1.330819488305e+01  ,1.350000000000e+01  
  1.472043991150e-04  ,4.999624794280e+00  ,3.198755896134e+00  ,3.499737355996e+00  ,1.330807466119e+01  ,1.350000000000e+01  
  1.472048415864e-04  ,4.999624374324e+00  ,3.200414039161e+00  ,3.499737062027e+00  ,1.330797517261e+01  ,1.350000000000e+01  
  1.472052438712e-04  ,4.999624000785e+00  ,3.201921561607e+00  ,3.499736800549e+00  ,1.330788472126e+01  ,1.350000000000e+01  
  1.472056986826e-04  ,4.999623587957e+00  ,3.203625895788e+00  ,3.499736511570e+00  ,1.330778246121e+01  ,1.350000000000e+01  
  1.472063547062e-04  ,4.999623010193e+00  ,3.206084191729e+00  ,3.499736107135e+00  ,1.330763496345e+01  ,1.350000000000e+01  
  1.472069559680e-04  ,4.999622498995e+00  ,3.208337229326e+00  ,3.499735749297e+00  ,1.330749978120e+01  ,1.350000000000e+01  
  1.472081584917e-04  ,4.999621529125e+00  ,3.212843157149e+00  ,3.499735070387e+00  ,1.330722942552e+01  ,1.350000000000e+01  
  1.472101694034e-04  ,4.999620063174e+00  ,3.220377723721e+00  ,3.499734044222e+00  ,1.330677735153e+01  ,1.350000000000e+01  
  1.472122741925e-04  ,4.999618737038e+00  ,3.228263444877e+00  ,3.499733115926e+00  ,1.330630420826e+01  ,1.350000000000e+01  
  1.472135055872e-04  ,4.999618059664e+00  ,3.232876661403e+00  ,3.499732641765e+00  ,1.330602741527e+01  ,1.350000000000e+01  
  1.472148560049e-04  ,4.999617400094e+00  ,3.237935540935e+00  ,3.499732180066e+00  ,1.330572388249e+01  ,1.350000000000e+01  
  1.472158039050e-04  ,4.999616989033e+00  ,3.241486377326e+00  ,3.499731892323e+00  ,1.330551083231e+01  ,1.350000000000e+01  
  1.472162734779e-04  ,4.999616801237e+00  ,3.243245353190e+00  ,3.499731760866e+00  ,1.330540529376e+01  ,1.350000000000e+01  
  1.472166185794e-04  ,4.999616669900e+00  ,3.244538052248e+00  ,3.499731668930e+00  ,1.330532773181e+01  ,1.350000000000e+01  
  1.472169567892e-04  ,4.999616546669e+00  ,3.245804919980e+00  ,3.499731582669e+00  ,1.330525171975e+01  ,1.350000000000e+01  
  1.472173708553e-04  ,4.999616403187e+00  ,3.247355909099e+00  ,3.499731482231e+00  ,1.330515866040e+01  ,1.350000000000e+01  
  1.472177783554e-04  ,4.999616269909e+00  ,3.248882281487e+00  ,3.499731388936e+00  ,1.330506707806e+01  ,1.350000000000e+01  
  1.472182055997e-04  ,4.999616138615e+00  ,3.250482584804e+00  ,3.499731297030e+00  ,1.330497105986e+01  ,1.350000000000e+01  
  1.472189485157e-04  ,4.999615930864e+00  ,3.253265222021e+00  ,3.499731151605e+00  ,1.330480410162e+01  ,1.350000000000e+01  
  1.472197472179e-04  ,4.999615736592e+00  ,3.256256726156e+00  ,3.499731015614e+00  ,1.330462461137e+01  ,1.350000000000e+01  
  1.472202629844e-04  ,4.999615627125e+00  ,3.258188460561e+00  ,3.499730938988e+00  ,1.330450870731e+01  ,1.350000000000e+01  
  1.472208977738e-04  ,4.999615509601e+00  ,3.260565930127e+00  ,3.499730856721e+00  ,1.330436605914e+01  ,1.350000000000e+01  
  1.472214276964e-04  ,4.999615426011e+00  ,3.262550600832e+00  ,3.499730798208e+00  ,1.330424697889e+01  ,1.350000000000e+01  
  1.472220977830e-04  ,4.999615339204e+00  ,3.265060160465e+00  ,3.499730737443e+00  ,1.330409640531e+01  ,1.350000000000e+01  
  1.472229768584e-04  ,4.999615257275e+00  ,3.268352317022e+00  ,3.499730680093e+00  ,1.330389887592e+01  ,1.350000000000e+01  
  1.472239988918e-04  ,4.999615207538e+00  ,3.272179722209e+00  ,3.499730645277e+00  ,1.330366923161e+01  ,1.350000000000e+01  
  1.472253992284e-04  ,4.999615218681e+00  ,3.277423601371e+00  ,3.499730653076e+00  ,1.330335459886e+01  ,1.350000000000e+01  
  1.472274753327e-04  ,4.999615403506e+00  ,3.285197554852e+00  ,3.499730782454e+00  ,1.330288816165e+01  ,1.350000000000e+01  
  1.472306015963e-04  ,4.999616059433e+00  ,3.296902712536e+00  ,3.499731241603e+00  ,1.330218585218e+01  ,1.350000000000e+01  
  1.472340448821e-04  ,4.999617304571e+00  ,3.309793303313e+00  ,3.499732113200e+00  ,1.330141241673e+01  ,1.350000000000e+01  
  1.472401722396e-04  ,4.999620865071e+00  ,3.332728225377e+00  ,3.499734605550e+00  ,1.330003632140e+01  ,1.350000000000e+01  
  1.472505687798e-04  ,4.999630804738e+00  ,3.371631132616e+00  ,3.499741563316e+00  ,1.329770214696e+01  ,1.350000000000e+01  
  1.472620054210e-04  ,4.999647324888e+00  ,3.414408946537e+00  ,3.499753127422e+00  ,1.329513547812e+01  ,1.350000000000e+01  
  1.472753315294e-04  ,4.999673882166e+00  ,3.464231594042e+00  ,3.499771717516e+00  ,1.329214611926e+01  ,1.350000000000e+01  
  1.472838922465e-04  ,4.999695031041e+00  ,3.496224926360e+00  ,3.499786521729e+00  ,1.329022651931e+01  ,1.350000000000e+01  
  1.472940965617e-04  ,4.999724389269e+00  ,3.534347632862e+00  ,3.499807072488e+00  ,1.328793915691e+01  ,1.350000000000e+01  
  1.473026036346e-04  ,4.999752277980e+00  ,3.566118621312e+00  ,3.499826594586e+00  ,1.328603289760e+01  ,1.350000000000e+01  
  1.473130657399e-04  ,4.999790810364e+00  ,3.605177353575e+00  ,3.499853567255e+00  ,1.328368937365e+01  ,1.350000000000e+01  
  1.473225160563e-04  ,4.999829600149e+00  ,3.640445781389e+00  ,3.499880720104e+00  ,1.328157326797e+01  ,1.350000000000e+01  
  1.473335593069e-04  ,4.999879700235e+00  ,3.681643439765e+00  ,3.499915790165e+00  ,1.327910140846e+01  ,1.350000000000e+01  
  1.473422809566e-04  ,4.999922880186e+00  ,3.714168317665e+00  ,3.499946016130e+00  ,1.327714991578e+01  ,1.350000000000e+01  
  1.473462714875e-04  ,4.999943697656e+00  ,3.729046355413e+00  ,3.499960588359e+00  ,1.327625723351e+01  ,1.350000000000e+01  
  1.473474104950e-04  ,4.999949761560e+00  ,3.733292554510e+00  ,3.499964833092e+00  ,1.327600246157e+01  ,1.350000000000e+01  
  1.473480248885e-04  ,4.999953054969e+00  ,3.735582927908e+00  ,3.499967138478e+00  ,1.327586503916e+01  ,1.350000000000e+01  
  1.473483909914e-04  ,4.999955024917e+00  ,3.736947683775e+00  ,3.499968517442e+00  ,1.327578315381e+01  ,1.350000000000e+01  
  1.473487375366e-04  ,4.999956894773e+00  ,3.738239515267e+00  ,3.499969826341e+00  ,1.327570564392e+01  ,1.350000000000e+01  
  1.473492242457e-04  ,4.999959529359e+00  ,3.740053814446e+00  ,3.499971670551e+00  ,1.327559678597e+01  ,1.350000000000e+01  
  1.473497004310e-04  ,4.999962116525e+00  ,3.741828852017e+00  ,3.499973481568e+00  ,1.327549028371e+01  ,1.350000000000e+01  
  1.473501594333e-04  ,4.999964619271e+00  ,3.743539808639e+00  ,3.499975233490e+00  ,1.327538762632e+01  ,1.350000000000e+01  
  1.473508804632e-04  ,4.999968568452e+00  ,3.746227428960e+00  ,3.499977997916e+00  ,1.327522636910e+01  ,1.350000000000e+01  
  1.473516620291e-04  ,4.999972873634e+00  ,3.749140614469e+00  ,3.499981011544e+00  ,1.327505157797e+01  ,1.350000000000e+01  
  1.473522350719e-04  ,4.999976046335e+00  ,3.751276503505e+00  ,3.499983232435e+00  ,1.327492342462e+01  ,1.350000000000e+01  
  1.473529012470e-04  ,4.999979751842e+00  ,3.753759465254e+00  ,3.499985826289e+00  ,1.327477444692e+01  ,1.350000000000e+01  
  1.473537986694e-04  ,4.999984772806e+00  ,3.757104233393e+00  ,3.499989340964e+00  ,1.327457376083e+01  ,1.350000000000e+01  
  1.473546680590e-04  ,4.999989668861e+00  ,3.760344414868e+00  ,3.499992768202e+00  ,1.327437934994e+01  ,1.350000000000e+01  
  1.473564068383e-04  ,4.999999555197e+00  ,3.766824464674e+00  ,3.499999688638e+00  ,1.327399054695e+01  ,1.350000000000e+01  
  1.473587668097e-04  ,5.000013174364e+00  ,3.775618893706e+00  ,3.500009222055e+00  ,1.327346288121e+01  ,1.350000000000e+01  
  1.473634867525e-04  ,5.000041105978e+00  ,3.793205443305e+00  ,3.500028774184e+00  ,1.327240768823e+01  ,1.350000000000e+01  
  1.473646667382e-04  ,5.000048233221e+00  ,3.797601599680e+00  ,3.500033763255e+00  ,1.327214391884e+01  ,1.350000000000e+01  
  1.473670267096e-04  ,5.000062660727e+00  ,3.806393334995e+00  ,3.500043862509e+00  ,1.327161641472e+01  ,1.350000000000e+01  
  1.473695401630e-04  ,5.000078280044e+00  ,3.815755998522e+00  ,3.500054796031e+00  ,1.327105465491e+01  ,1.350000000000e+01  
  1.473716740092e-04  ,5.000091745497e+00  ,3.823703932443e+00  ,3.500064221848e+00  ,1.327057777887e+01  ,1.350000000000e+01  
  1.473733978873e-04  ,5.000102761364e+00  ,3.830124398520e+00  ,3.500071932955e+00  ,1.327019255090e+01  ,1.350000000000e+01  
  1.473741821541e-04  ,5.000107813611e+00  ,3.833045210318e+00  ,3.500075469528e+00  ,1.327001730220e+01  ,1.350000000000e+01  
  1.473746322623e-04  ,5.000110724688e+00  ,3.834721491017e+00  ,3.500077507281e+00  ,1.326991672535e+01  ,1.350000000000e+01  
  1.473750710549e-04  ,5.000113570637e+00  ,3.836355603597e+00  ,3.500079499446e+00  ,1.326981867860e+01  ,1.350000000000e+01  
  1.473753556205e-04  ,5.000115420543e+00  ,3.837415343359e+00  ,3.500080794380e+00  ,1.326975509421e+01  ,1.350000000000e+01  
  1.473756781375e-04  ,5.000117521206e+00  ,3.838616402892e+00  ,3.500082264844e+00  ,1.326968303064e+01  ,1.350000000000e+01  
  1.473761058474e-04  ,5.000120313652e+00  ,3.840209180548e+00  ,3.500084219557e+00  ,1.326958746398e+01  ,1.350000000000e+01  
  1.473765710430e-04  ,5.000123359413e+00  ,3.841941525108e+00  ,3.500086351589e+00  ,1.326948352331e+01  ,1.350000000000e+01  
  1.473769646665e-04  ,5.000125943550e+00  ,3.843407318390e+00  ,3.500088160485e+00  ,1.326939557571e+01  ,1.350000000000e+01  
  1.473773201523e-04  ,5.000128282810e+00  ,3.844731074470e+00  ,3.500089797967e+00  ,1.326931615034e+01  ,1.350000000000e+01  
  1.473776210161e-04  ,5.000130266708e+00  ,3.845851415538e+00  ,3.500091186696e+00  ,1.326924892988e+01  ,1.350000000000e+01  
  1.473777772920e-04  ,5.000131298667e+00  ,3.846433342899e+00  ,3.500091909067e+00  ,1.326921401424e+01  ,1.350000000000e+01  
  1.473778344403e-04  ,5.000131676295e+00  ,3.846646146094e+00  ,3.500092173406e+00  ,1.326920124604e+01  ,1.350000000000e+01  
  1.473778623014e-04  ,5.000131860447e+00  ,3.846749892364e+00  ,3.500092302313e+00  ,1.326919502127e+01  ,1.350000000000e+01  
  1.473778938616e-04  ,5.000132069086e+00  ,3.846867412819e+00  ,3.500092448360e+00  ,1.326918797004e+01  ,1.350000000000e+01  
  1.473779204043e-04  ,5.000132244586e+00  ,3.846966249539e+00  ,3.500092571210e+00  ,1.326918203984e+01  ,1.350000000000e+01  
  1.473779438503e-04  ,5.000132399635e+00  ,3.847053555227e+00  ,3.500092679745e+00  ,1.326917680150e+01  ,1.350000000000e+01  
  1.473779651543e-04  ,5.000132540538e+00  ,3.847132884560e+00  ,3.500092778377e+00  ,1.326917204175e+01  ,1.350000000000e+01  
  1.473780077624e-04  ,5.000132822403e+00  ,3.847291543037e+00  ,3.500092975682e+00  ,1.326916252223e+01  ,1.350000000000e+01  
  1.473780553064e-04  ,5.000133137010e+00  ,3.847468581325e+00  ,3.500093195907e+00  ,1.326915189993e+01  ,1.350000000000e+01  
  1.473781154232e-04  ,5.000133534947e+00  ,3.847692436342e+00  ,3.500093474463e+00  ,1.326913846863e+01  ,1.350000000000e+01  
  1.473781652083e-04  ,5.000133864605e+00  ,3.847877818609e+00  ,3.500093705224e+00  ,1.326912734569e+01  ,1.350000000000e+01  
  1.473781945449e-04  ,5.000134058910e+00  ,3.847987058087e+00  ,3.500093841237e+00  ,1.326912079132e+01  ,1.350000000000e+01  
  1.473782259771e-04  ,5.000134267133e+00  ,3.848104100252e+00  ,3.500093986993e+00  ,1.326911376879e+01  ,1.350000000000e+01  
  1.473782379707e-04  ,5.000134346596e+00  ,3.848148760472e+00  ,3.500094042617e+00  ,1.326911108919e+01  ,1.350000000000e+01  
  1.473782481047e-04  ,5.000134413742e+00  ,3.848186495687e+00  ,3.500094089620e+00  ,1.326910882507e+01  ,1.350000000000e+01  
  1.473782599616e-04  ,5.000134492311e+00  ,3.848230646521e+00  ,3.500094144618e+00  ,1.326910617603e+01  ,1.350000000000e+01  
  1.473782836754e-04  ,5.000134649466e+00  ,3.848318948130e+00  ,3.500094254626e+00  ,1.326910087794e+01  ,1.350000000000e+01  
  1.473783186407e-04  ,5.000134881226e+00  ,3.848449146262e+00  ,3.500094416858e+00  ,1.326909306603e+01  ,1.350000000000e+01  
  1.473783580299e-04  ,5.000135142368e+00  ,3.848595816736e+00  ,3.500094599658e+00  ,1.326908426581e+01  ,1.350000000000e+01  
  1.473784215228e-04  ,5.000135563449e+00  ,3.848832240332e+00  ,3.500094894415e+00  ,1.326907008038e+01  ,1.350000000000e+01  
  1.473784926991e-04  ,5.000136035684e+00  ,3.849097273381e+00  ,3.500095224979e+00  ,1.326905417841e+01  ,1.350000000000e+01  
  1.473785855869e-04  ,5.000136652284e+00  ,3.849443150424e+00  ,3.500095656599e+00  ,1.326903342578e+01  ,1.350000000000e+01  
  1.473786577527e-04  ,5.000137131574e+00  ,3.849711866456e+00  ,3.500095992102e+00  ,1.326901730282e+01  ,1.350000000000e+01  
  1.473787253086e-04  ,5.000137580442e+00  ,3.849963415913e+00  ,3.500096306309e+00  ,1.326900220985e+01  ,1.350000000000e+01  
  1.473788604202e-04  ,5.000138478742e+00  ,3.850466512932e+00  ,3.500096935119e+00  ,1.326897202403e+01  ,1.350000000000e+01  
  1.473790047752e-04  ,5.000139439330e+00  ,3.851004025479e+00  ,3.500097607531e+00  ,1.326893977328e+01  ,1.350000000000e+01  
  1.473791249158e-04  ,5.000140050512e+00  ,3.850939527290e+00  ,3.500098035358e+00  ,-3.613260263970e-01  ,1.350000000000e+01  
  1.473791790897e-04  ,5.000140261127e+00  ,3.850829714299e+00  ,3.500098182789e+00  ,-4.012224396388e-01  ,1.350000000000e+01  
  1.473791945438e-04  ,5.000140314018e+00  ,3.850792569504e+00  ,3.500098219813e+00  ,-3.945007387024e-01  ,1.350000000000e+01  
  1.473792120527e-04  ,5.000140370677e+00  ,3.850749531456e+00  ,3.500098259474e+00  ,-3.943144890044e-01  ,1.350000000000e+01  
  1.473792343607e-04  ,5.000140438915e+00  ,3.850694282297e+00  ,3.500098307240e+00  ,-3.943498791580e-01  ,1.350000000000e+01  
  1.473792552864e-04  ,5.000140499602e+00  ,3.850642239218e+00  ,3.500098349721e+00  ,-3.943478347480e-01  ,1.350000000000e+01  
  1.473792924404e-04  ,5.000140602774e+00  ,3.850549835757e+00  ,3.500098421942e+00  ,-3.943368565563e-01  ,1.350000000000e+01  
  1.473793271147e-04  ,5.000140695052e+00  ,3.850463599450e+00  ,3.500098486536e+00  ,-3.943282785902e-01  ,1.350000000000e+01  
  1.473793874993e-04  ,5.000140851794e+00  ,3.850313420980e+00  ,3.500098596256e+00  ,-3.943132363324e-01  ,1.350000000000e+01  
  1.473794512949e-04  ,5.000141014347e+00  ,3.850154759856e+00  ,3.500098710043e+00  ,-3.942973583562e-01  ,1.350000000000e+01  
